title,author,series,publisher,year_published,genre,votes,awards,average_rating,rating_count,review_count,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Creep,['Chriselda Barretto'],Standalone,Independently published,2018,"['Adult', 'New Adult', 'Fiction', 'Poetry', 'Contemporary']","[21, 19, 19, 18, 18]",['No awards'],4.11,357,6,107,182,67,1,0
Jane Steele,['Lyndsay Faye'],Standalone,Headline Review,2016,"['Historical-Historical Fiction', 'Fiction', 'Mystery', 'Romance', 'Retellings', 'Historical', 'Gothic']","[932, 500, 336, 246, 244, 236, 161]",['Edgar Award Nominee for Best Novel (2017)'],3.91,12690,2607,3570,5493,2762,653,212
The Sons of Adam,"['Eva García Sáenz', ' Tina Hart']",(A Saga of the Ancient Family #2),Unknown,2014,"['Romance', 'Historical-Historical Fiction', 'Fantasy-Paranormal', 'Fantasy', 'European Literature-Spanish Literature']","[11, 6, 5, 4, 3]",['No awards'],4.1,1239,118,479,471,228,50,11
In Good Faith,['Scott Pratt'],(Joe Dillard #2),Phoenix Publishing,2009,"['Mystery', 'Thriller-Legal Thriller', 'Fiction', 'Thriller']","[67, 36, 35, 20]",['No awards'],4.16,13997,646,6004,5341,1872,461,319
Sir Bentley and Holbrook Court,['Chuck Black'],(The Knights of Arrethtrae #2),Multnomah,2009,"['Fantasy', 'Christian Fiction', 'Christian', 'Fiction', 'Young Adult', 'Childrens-Middle Grade']","[49, 22, 15, 10, 9, 7]",['No awards'],4.39,834,37,476,239,95,17,7
Castle,"['Garth Nix', ' Steve Rawlings']",(The Seventh Tower #2),Scholastic Inc.,2000,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens']","[373, 97, 47, 37]",['No awards'],3.87,6102,97,1632,2388,1792,256,34
The Torch and the Sword,['Rick Joyner'],(Final Quest #3),Morningstar Publications (NC),2003,"['Christian', 'Nonfiction', 'Religion-Christianity', 'Religion']","[12, 4, 4, 2]",['No awards'],4.44,598,44,372,152,48,16,10
Resonance,['John Meaney'],(Ragnarok #3),Gollancz,2013,['Science Fiction'],[11],['No awards'],3.75,159,10,36,64,45,12,2
S.O.L.A.D.TM: Soldiers of Light Against DarknessTM,['Tyrone Tony Reed Jr.'],(Angelo & Angeline Chronicles: S.O.L.A.D.: Soldiers of Light Against Darkness #1),Unknown,2012,['No genre'],[0],['No awards'],4.6,5,3,4,0,1,0,0
Betsy and Tacy Go Over the Big Hill,"['Maud Hart Lovelace', ' Lois Lenski']",(Betsy-Tacy #3),HarperCollins,1942,"['Childrens', 'Fiction', 'Classics', 'Historical-Historical Fiction']","[110, 102, 90, 82]",['No awards'],4.18,8159,237,3832,2533,1385,231,178
The American Zone,['L. Neil Smith'],(North American Confederacy #7),Tor Books,2001,"['Science Fiction', 'Fiction', 'Science Fiction-Alternate History']","[6, 2, 2]",['No awards'],3.82,93,6,29,33,19,9,3
The Bad Beginning,"['Lemony Snicket', ' Brett Helquist']",(A Series of Unfortunate Events #1),"Scholastic, Inc.",1999,"['Fiction', 'Young Adult', 'Childrens', 'Fantasy', 'Childrens-Middle Grade']","[3011, 2441, 2274, 2131, 1533]","[""Book Sense Book of the Year Award Nominee for Children's Literature (2001)"", ' Nene Award (2003)', ' Silberner Lufti (2000)']",3.95,383570,16394,135636,132139,85422,21979,8394
The Palace of Illusions,['Chitra Banerjee Divakaruni'],Standalone,Doubleday,2008,"['Fiction', 'Fantasy-Mythology', 'Cultural-India', 'Historical-Historical Fiction', 'Fantasy', 'Asian Literature-Indian Literature']","[403, 338, 271, 243, 233, 91]",['No awards'],4.17,31005,3219,12622,12549,4606,930,298
The Theory of Everything: The Origin and Fate of the Universe,"['Stephen Hawking', ' Стівен Гокінг']",Standalone,New Millennium Entertainment,2002,"['Science', 'Nonfiction', 'Science-Physics', 'Science-Astronomy', 'Audiobook']","[791, 420, 180, 45, 35]",['No awards'],4.17,14924,949,6006,6045,2358,361,154
The Book of Counted Sorrows,['Dean Koontz'],Standalone,Dogged Press,2003,"['Horror', 'Poetry', 'Fiction']","[32, 22, 10]",['No awards'],4.24,2362,41,1188,678,404,66,26
Mo,['S.   Pearce'],(The Spotlight Tales #1),Amazon Digital Services,2018,"['Fantasy', 'Horror']","[4, 1]",['No awards'],4.38,32,25,19,8,3,2,0
Wraith,['James R. Hannibal'],(Nick Baron #0.5),Berkley,2010,"['Fiction', 'Thriller', 'Action']","[3, 2, 1]",['No awards'],4.03,87,13,32,35,14,3,3
When We Began,['Elena Aitken'],(Timber Creek #3),Unknown,2018,['Romance-Contemporary Romance'],[2],['No awards'],4.53,81,35,49,26,6,0,0
Ayn Rand: The Russian Radical,['Chris Matthew Sciabarra'],Standalone,Pennsylvania State University Press,1995,"['Philosophy', 'Biography', 'Nonfiction', 'Biography Memoir']","[18, 5, 3, 2]",['No awards'],3.41,64,10,20,12,13,12,7
And Playing the Role of Herself,['K.E.  Lane'],Standalone,Regal Crest Enterprises - Yellow Rose Books,2007,"['Romance', 'LGBT', 'GLBT-Lesbian', 'Fiction', 'Romance-Lesbian Romance']","[175, 154, 96, 51, 44]","['Royal Academy of Bards Hall of Fame (2006)', ' Golden Crown Literary Award for Lesbian Romance', ' Lesbian Debut', ' Ann Bannon Popular Choice Award (2008)']",4.23,4499,316,2240,1405,574,207,73
Possession,['Rene Gutteridge'],Standalone,Tyndale House Publishers,2010,"['Christian Fiction', 'Suspense', 'Christian', 'Contemporary', 'Adult']","[12, 7, 3, 2, 2]",['No awards'],4.04,171,35,63,64,33,10,1
Ali,['Küçük İskender'],Standalone,Sel Yayıncılık,2013,"['Asian Literature-Turkish Literature', 'Poetry']","[1, 1]",['No awards'],3.64,42,3,11,13,11,6,1
Thrashed,"['Jerry Scott', ' Jim Borgman']",(Zits Sketchbook #9),Andrews McMeel Publishing,2005,"['Sequential Art-Comics', 'Humor', 'Graphic Novels Comics', 'Sequential Art-Bande Dessinée', 'Sequential Art-Graphic Novels']","[29, 13, 5, 4, 3]",['No awards'],4.2,235,2,93,103,32,7,0
Body Double,['Tess Gerritsen'],(Rizzoli & Isles #4),Ballantine Books,2004,"['Mystery', 'Thriller', 'Mystery-Crime', 'Fiction', 'Suspense']","[651, 367, 364, 251, 133]",['No awards'],4.17,44956,1706,17615,18743,7453,898,247
Immortal Queen,['Elizabeth Byrd'],Standalone,Pan,1956,"['Historical-Historical Fiction', 'Fiction', 'Cultural-Scotland', 'Historical', 'English History-Tudor Period', 'Novels']","[15, 7, 4, 4, 2, 2]",['No awards'],4.08,210,22,85,70,44,9,2
Il viaggiatore del giorno dei Morti,"['Georges Simenon', ' Laura Frausin Guarino']",Standalone,Adelphi,1941,"['Fiction', 'Mystery-Noir', 'Mystery']","[3, 2, 2]",['No awards'],3.9,108,13,24,56,23,3,2
Tainted Bodies,['Sarah  Robinson'],(Photographer Trilogy #1),Unknown,2014,"['Romance', 'Romance-Romantic Suspense', 'New Adult', 'Mystery']","[16, 13, 12, 7]",['No awards'],3.81,450,143,169,117,101,37,26
The Hundred Tales of Wisdom,"['Shams Al-Din Ahmad Aflaki', ' Idries Shah']",Standalone,"Octagon Press, Limited",1978,"['Philosophy', 'Religion-Esoterica']","[1, 1]",['No awards'],3.92,62,7,27,13,14,6,2
A Man of Honor,['Loree Lough'],(First Responders #3),Abingdon Press,2012,"['Christian Fiction', 'Romance', 'Christian', 'Fiction']","[13, 7, 5, 4]",['No awards'],4.21,146,36,70,47,20,7,2
Rue Deschambault,['Gabrielle Roy'],Standalone,Boréal,1955,"['Fiction', 'Cultural-France', 'Cultural-Canada', 'Short Stories', 'Literature-Canadian Literature']","[9, 7, 6, 5, 3]","[""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1957)""]",3.82,298,22,80,114,80,17,7
The Kingmaker's Daughter,['Philippa Gregory'],(The Plantagenet and Tudor Novels #4),Touchstone,2012,"['Historical-Historical Fiction', 'Historical', 'Fiction']","[2154, 378, 346]",['Goodreads Choice Award Nominee for Historical Fiction (2012)'],3.98,37498,2827,11075,16289,8588,1297,249
Louise sparì di notte,"[""Carol O'Connell""]",(Kathleen Mallory #5),Piemme,1999,"['Mystery', 'Thriller', 'Mystery-Crime', 'Thriller-Mystery Thriller']","[125, 20, 19, 15]",['No awards'],3.9,1836,92,553,711,442,91,39
Tintin: Herge and His Creation,['Harry Thompson'],Standalone,Sceptre,1991,"['Biography', 'Nonfiction', 'Sequential Art-Comics', 'Sequential Art-Graphic Novels']","[16, 16, 6, 3]",['No awards'],4.31,354,27,187,105,48,11,3
Adventures in Prayer,['Catherine Marshall'],Standalone,Chosen Books,1975,"['Christian', 'Prayer', 'Nonfiction', 'Religion-Christianity', 'Religion', 'Inspirational', 'Spirituality']","[14, 13, 11, 8, 6, 4, 4]",['No awards'],4.23,250,36,115,84,44,7,0
The Beauty and the Sorrow: An Intimate History of the First World War,"['Peter Englund', ' Peter Graves']",(Stridens skönhet och sorg),Profile Books,2008,"['History', 'Nonfiction', 'War-World War I', 'War']","[270, 146, 56, 52]",['Bernard Shaw Prize Nominee for Peter Graves (2012)'],4.19,1867,227,799,704,298,45,21
A Paixão das Almas,['Ronlyn Domingue'],Standalone,Difel,2005,"['Fiction', 'Historical-Historical Fiction', 'Romance', 'Paranormal-Ghosts', 'Fantasy', 'Fantasy-Paranormal']","[164, 73, 47, 43, 34, 33]","['Borders Original Voices Award Nominee (2005)', ' James Tiptree Jr. Award Nominee for Longlist (2005)', ' SIBA Book Award Nominee for Fiction (2006)']",3.83,5137,728,1531,1840,1244,402,120
Last of the Nephilim,['Bryan Davis'],(Oracles of Fire #3),Living Ink Books,2008,"['Fantasy', 'Christian', 'Fantasy-Dragons', 'Christian Fiction', 'Young Adult', 'Fiction']","[88, 37, 34, 26, 18, 15]",['No awards'],4.29,1538,28,839,421,199,47,32
R3,['Jorge Enrique Ponce'],Standalone,Goo Factory,2013,['No genre'],[0],['No awards'],3.69,13,3,6,3,1,0,3
Worth More Dead and Other True Cases,['Ann Rule'],(Crime Files #10),Pocket Books,2005,"['Crime-True Crime', 'Nonfiction', 'Mystery-Crime']","[93, 42, 6]",['No awards'],4.01,1853,61,643,683,443,71,13
The Keeping Place,['Isobelle Carmody'],(The Obernewtyn Chronicles #4),Penguin Books,1999,"['Fantasy', 'Young Adult', 'Science Fiction-Dystopia', 'Science Fiction']","[352, 137, 51, 48]",['No awards'],4.09,5214,180,1947,2043,1010,180,34
The works of James Thurber: Complete and unabridged,['James Thurber'],Standalone,Longmeadow Press,1969,['Classics'],[2],['No awards'],4.64,25,3,18,5,2,0,0
Pacte de sang,"[""Cassandra O'Donnell""]",(Rebecca Kean #2),J'ai Lu,2011,"['Fantasy-Urban Fantasy', 'Fantasy', 'Paranormal-Vampires', 'Fantasy-Paranormal']","[21, 12, 8, 4]",['No awards'],4.15,832,66,391,243,149,30,19
Stone Fox,"['John Reynolds Gardiner', ' Greg Hargreaves']",Standalone,HarperCollins,1980,"['Fiction', 'Historical-Historical Fiction', 'Childrens', 'Animals']","[121, 110, 104, 73]","[""George C. Stone Center for Children's Books Recognition of Merit Award (1987)""]",4.04,13936,1273,5660,4481,2743,733,319
Wolfsbane,['Patricia Briggs'],(Sianim #4),Ace Books,2010,"['Fantasy', 'Fantasy-Magic', 'Romance', 'Fantasy-Paranormal']","[731, 76, 70, 69]",['No awards'],4.08,9067,353,3271,3575,1912,271,38
Un amore,['Dino Buzzati'],Standalone,A. Mondadori,1963,"['Fiction', 'European Literature-Italian Literature', 'Cultural-Italy']","[22, 22, 13]",['No awards'],3.85,2478,194,686,981,619,142,50
Once Upon a Time When We Were Colored: Tie in Edition,['Clifton L. Taulbert'],Standalone,Penguin Books,1991,"['History', 'Nonfiction', 'Biography', 'Autobiography-Memoir', 'Biography-Autobiography', 'Cultural-African American', 'Race', 'Academic-Read For School', 'North American Hi...-American History']","[9, 7, 6, 4, 4, 3, 3, 3, 2]",['No awards'],3.91,242,29,67,101,60,13,1
In the Dark of the Night,['John Saul'],Standalone,Ballantine Books,2006,"['Horror', 'Fiction', 'Mystery', 'Thriller']","[193, 32, 26, 25]",['No awards'],3.88,4706,225,1469,1659,1209,289,80
The Road to Los Angeles,['John Fante'],(The Saga of Arturo Bandini #2),Ecco,1985,"['Fiction', 'Literature-American', 'Novels', 'Classics', 'The United States Of America', 'Literature']","[102, 18, 18, 17, 14, 14]",['No awards'],3.82,5524,295,1517,2104,1412,399,92
Redeployment,['Phil Klay'],Standalone,Penguin Press,2014,"['Fiction', 'Short Stories', 'War', 'War-Military Fiction']","[648, 641, 315, 157]","['National Book Award for Fiction (2014)', ' Warwick Prize for Writing (2015)', "" Frank O'Connor International Short Story Award Nominee (2014)"", ' PEN/Robert W. Bingham Prize Nominee for Shortlist (2015)', ' National Book Critics Circle Award for John Leonard Prize (2014) Goodreads Choice Award Nominee for Fiction (2014)']",3.97,21314,2805,6702,8919,4372,988,333
Harbinger,['Justus R. Stone'],(The Bleeding Worlds #1),Red Bucket Publishing,2012,"['Fantasy', 'Young Adult', 'Fantasy-Urban Fantasy', 'Mythology-Gods']","[6, 5, 3, 2]",['No awards'],3.69,204,9,48,78,55,13,10
Blue Fire,['Janice Hardy'],(Healing Wars #2),Balzer + Bray,2010,"['Fantasy', 'Young Adult', 'Fantasy-Magic', 'Adventure', 'Young Adult-Young Adult Fantasy']","[175, 58, 30, 24, 15]",['No awards'],3.97,2366,158,734,977,528,104,23
Dead Aim,['Iris Johansen'],(Eve Duncan #4.5),Pan Publishing,2002,"['Mystery', 'Suspense', 'Fiction', 'Thriller']","[121, 65, 58, 50]",['No awards'],4.03,8235,261,2926,3067,1887,285,70
Dexter Is Delicious,['Jeff Lindsay'],(Dexter #5),Doubleday Books,2010,"['Fiction', 'Mystery', 'Mystery-Crime', 'Thriller', 'Horror']","[291, 277, 205, 193, 165]",['No awards'],3.79,17601,1163,4504,6637,5028,1178,254
"Shifter's Hope (Spirit Walkers Saga, #1)",['Laura Hawks'],Standalone,CreateSpace Independent Publishing Platform,2015,['No genre'],[0],['No awards'],4.17,117,5,50,50,8,5,4
A Long Way Home,['Margaret Brownley'],Standalone,Ten Talents Press,2012,"['Romance', 'Westerns', 'Historical', 'Historical-Historical Fiction', 'Fiction']","[5, 4, 4, 3, 2]",['No awards'],3.94,70,11,28,20,15,4,3
Sweet Venom,['Tera Lynn Childs'],(Medusa Girls #1),Katherine Tegen Books,2011,"['Young Adult', 'Fantasy-Mythology', 'Fantasy', 'Fantasy-Paranormal']","[509, 467, 459, 200]",['No awards'],3.91,12017,1222,4096,4106,2810,692,313
The Prince and the Pauper,"['Mark Twain', ' Everett H. Emerson']",Standalone,Signet,1881,"['Classics', 'Fiction']","[3380, 1232]",['No awards'],3.85,105290,2059,29542,39076,29774,5646,1252
The Girl Next Door,['Jack Ketchum'],Standalone,Leisure Books,1989,"['Horror', 'Fiction', 'Thriller', 'Mystery-Crime', 'Crime-True Crime', 'Mystery', 'Dark', 'Sociology-Abuse', 'Suspense', 'Audiobook']","[1305, 275, 198, 99, 67, 58, 36, 36, 30, 28]",['No awards'],3.93,22968,2547,8061,8148,4557,1400,802
